Year,Month,Day,Hour,Minute,Total PV Output (kW)
2012,7,20,9,0,35765.66356
2012,7,20,9,30,36307.95174
2012,7,20,10,0,36549.23495
2012,7,20,10,30,36792.17569
2012,7,20,11,0,36894.64725
2012,7,20,11,30,36974.05404
2012,7,20,12,0,37019.22495
2012,7,20,12,30,37076.18594
2012,7,20,13,0,37134.96191
2012,7,20,13,30,37163.45971
2012,7,20,14,0,37074.30352
2012,7,20,14,30,36883.45952
2012,7,20,15,0,36392.73525
2012,7,20,15,30,35627.88568
2012,7,20,16,0,34455.46554
2012,7,20,16,30,32202.89685
2012,7,20,17,0,28807.39441
2012,7,20,17,30,24148.96486
2012,7,20,18,0,13873.20782
2012,7,20,18,30,3392.824373
2012,7,20,19,0,0
2012,7,20,19,30,0
2012,7,20,20,0,0
2012,7,20,20,30,0
2012,7,20,21,0,0
2012,7,20,21,30,0
2012,7,20,22,0,0
2012,7,20,22,30,0
2012,7,20,23,0,0
2012,7,20,23,30,0
2012,7,21,0,0,0
2012,7,21,0,30,0
2012,7,21,1,0,0
2012,7,21,1,30,0
2012,7,21,2,0,0
2012,7,21,2,30,0
2012,7,21,3,0,0
2012,7,21,3,30,0
2012,7,21,4,0,0
2012,7,21,4,30,0
2012,7,21,5,0,0
2012,7,21,5,30,6823.961233
2012,7,21,6,0,16816.93126
2012,7,21,6,30,24570.85878
2012,7,21,7,0,21080.48846
2012,7,21,7,30,24226.53442
2012,7,21,8,0,29520.01592
2012,7,21,8,30,31249.29714
2012,7,21,9,0,33795.92894
2012,7,21,9,30,34413.80314
2012,7,21,10,0,35141.51681
2012,7,21,10,30,35458.53851
2012,7,21,11,0,35579.47387
2012,7,21,11,30,35726.4979
2012,7,21,12,0,35644.02336
2012,7,21,12,30,35761.44913
2012,7,21,13,0,35543.06247
2012,7,21,13,30,35495.29161
2012,7,21,14,0,35530.549
2012,7,21,14,30,35216.27294
2012,7,21,15,0,34527.15349
2012,7,21,15,30,33566.30111
2012,7,21,16,0,32068.46943
2012,7,21,16,30,29545.39519
2012,7,21,17,0,25870.95087
2012,7,21,17,30,20707.09795
2012,7,21,18,0,11190.95243
2012,7,21,18,30,2497.107202
2012,7,21,19,0,0
2012,7,21,19,30,0
2012,7,21,20,0,0
2012,7,21,20,30,0
2012,7,21,21,0,0
2012,7,21,21,30,0
2012,7,21,22,0,0
2012,7,21,22,30,0
2012,7,21,23,0,0
2012,7,21,23,30,0
2012,7,22,0,0,0
2012,7,22,0,30,0
2012,7,22,1,0,0
2012,7,22,1,30,0
2012,7,22,2,0,0
2012,7,22,2,30,0
2012,7,22,3,0,0
2012,7,22,3,30,0
2012,7,22,4,0,0
2012,7,22,4,30,0
2012,7,22,5,0,0
2012,7,22,5,30,5449.142515
2012,7,22,6,0,13938.20205
2012,7,22,6,30,21656.93217
2012,7,22,7,0,20346.36509
2012,7,22,7,30,27595.61868
2012,7,22,8,0,30125.55677
2012,7,22,8,30,32780.8052
2012,7,22,9,0,33485.76704
2012,7,22,9,30,34185.83846
2012,7,22,10,0,34357.03208
2012,7,22,10,30,34755.43599
2012,7,22,11,0,34896.90712
2012,7,22,11,30,34515.82412
2012,7,22,12,0,34517.24519
2012,7,22,12,30,34557.7905
2012,7,22,13,0,34597.84663
2012,7,22,13,30,34864.475
2012,7,22,14,0,34732.57139
2012,7,22,14,30,34533.72436
2012,7,22,15,0,33347.45752
2012,7,22,15,30,32252.84253
2012,7,22,16,0,30219.949
2012,7,22,16,30,26996.8929
2012,7,22,17,0,23577.88111
2012,7,22,17,30,19812.94815
2012,7,22,18,0,11336.70905
2012,7,22,18,30,2425.506129
2012,7,22,19,0,0
2012,7,22,19,30,0
2012,7,22,20,0,0
2012,7,22,20,30,0
2012,7,22,21,0,0
2012,7,22,21,30,0
2012,7,22,22,0,0
2012,7,22,22,30,0
2012,7,22,23,0,0
2012,7,22,23,30,0
2012,7,23,0,0,0
2012,7,23,0,30,0
2012,7,23,1,0,0
2012,7,23,1,30,0
2012,7,23,2,0,0
2012,7,23,2,30,0
2012,7,23,3,0,0
2012,7,23,3,30,0
2012,7,23,4,0,0
2012,7,23,4,30,0
2012,7,23,5,0,0
2012,7,23,5,30,5815.334131
2012,7,23,6,0,15244.4
2012,7,23,6,30,21838.4133
2012,7,23,7,0,16830.66711
2012,7,23,7,30,20897.42716
2012,7,23,8,0,23517.05233
2012,7,23,8,30,30350.58948
2012,7,23,9,0,31674.81518
2012,7,23,9,30,32740.59229
2012,7,23,10,0,34121.8259
2012,7,23,10,30,34974.99508
2012,7,23,11,0,36406.80882
2012,7,23,11,30,36492.64758
2012,7,23,12,0,36543.99286
2012,7,23,12,30,36584.10078
2012,7,23,13,0,36674.08987
2012,7,23,13,30,36576.79409
2012,7,23,14,0,36472.88606
2012,7,23,14,30,36213.70893
2012,7,23,15,0,35746.6961
2012,7,23,15,30,35297.84946
2012,7,23,16,0,33789.4284
2012,7,23,16,30,31448.84878
2012,7,23,17,0,28291.22994
2012,7,23,17,30,23388.7916
2012,7,23,18,0,13098.02932
2012,7,23,18,30,2781.742634
2012,7,23,19,0,0
2012,7,23,19,30,0
2012,7,23,20,0,0
2012,7,23,20,30,0
2012,7,23,21,0,0
2012,7,23,21,30,0
2012,7,23,22,0,0
2012,7,23,22,30,0
2012,7,23,23,0,0
2012,7,23,23,30,0
2012,7,24,0,0,0
2012,7,24,0,30,0
2012,7,24,1,0,0
2012,7,24,1,30,0
2012,7,24,2,0,0
2012,7,24,2,30,0
2012,7,24,3,0,0
2012,7,24,3,30,0
2012,7,24,4,0,0
2012,7,24,4,30,0
2012,7,24,5,0,0
2012,7,24,5,30,6835.220328
2012,7,24,6,0,13264.06276
2012,7,24,6,30,20659.23373
2012,7,24,7,0,16036.4785
2012,7,24,7,30,19339.55204
2012,7,24,8,0,23435.82502
2012,7,24,8,30,27964.87677
2012,7,24,9,0,32538.017
2012,7,24,9,30,37161.50981
2012,7,24,10,0,37237.7447
2012,7,24,10,30,37305.16889
2012,7,24,11,0,37307.69231
2012,7,24,11,30,37307.69231
2012,7,24,12,0,37307.69231
2012,7,24,12,30,37307.69231
2012,7,24,13,0,37307.69231
2012,7,24,13,30,37307.69231
2012,7,24,14,0,37307.69231
2012,7,24,14,30,37307.69231
2012,7,24,15,0,37205.56988
2012,7,24,15,30,36642.8178
2012,7,24,16,0,35218.75936
2012,7,24,16,30,33330.45702
2012,7,24,17,0,30113.87379
2012,7,24,17,30,25285.92225
2012,7,24,18,0,14412.67642
2012,7,24,18,30,3087.475064
2012,7,24,19,0,0
2012,7,24,19,30,0
2012,7,24,20,0,0
2012,7,24,20,30,0
2012,7,24,21,0,0
2012,7,24,21,30,0
2012,7,24,22,0,0
2012,7,24,22,30,0
2012,7,24,23,0,0
2012,7,24,23,30,0
2012,7,25,0,0,0
2012,7,25,0,30,0
2012,7,25,1,0,0
2012,7,25,1,30,0
2012,7,25,2,0,0
2012,7,25,2,30,0
2012,7,25,3,0,0
2012,7,25,3,30,0
2012,7,25,4,0,0
2012,7,25,4,30,0
2012,7,25,5,0,0
2012,7,25,5,30,7216.313641
2012,7,25,6,0,9349.106761
2012,7,25,6,30,13423.17437
2012,7,25,7,0,10207.07148
2012,7,25,7,30,23910.97387
2012,7,25,8,0,30775.37886
2012,7,25,8,30,33791.93532
2012,7,25,9,0,35419.21168
2012,7,25,9,30,36585.98693
2012,7,25,10,0,36935.33051
2012,7,25,10,30,37307.69231
2012,7,25,11,0,37307.69231
2012,7,25,11,30,37307.69231
2012,7,25,12,0,37307.69231
2012,7,25,12,30,37307.69231
2012,7,25,13,0,37307.69231
2012,7,25,13,30,37307.69231
2012,7,25,14,0,37307.69231
2012,7,25,14,30,37307.69231
2012,7,25,15,0,37307.69231
2012,7,25,15,30,37141.23476
2012,7,25,16,0,35713.34102
2012,7,25,16,30,33796.35791
2012,7,25,17,0,30437.1003
2012,7,25,17,30,25502.41781
2012,7,25,18,0,14259.23478
2012,7,25,18,30,2926.740693
2012,7,25,19,0,0
2012,7,25,19,30,0
2012,7,25,20,0,0
2012,7,25,20,30,0
2012,7,25,21,0,0
2012,7,25,21,30,0
2012,7,25,22,0,0
2012,7,25,22,30,0
2012,7,25,23,0,0
2012,7,25,23,30,0
2012,7,26,0,0,0
2012,7,26,0,30,0
2012,7,26,1,0,0
2012,7,26,1,30,0
2012,7,26,2,0,0
2012,7,26,2,30,0
2012,7,26,3,0,0
2012,7,26,3,30,0
2012,7,26,4,0,0
2012,7,26,4,30,0
2012,7,26,5,0,0
2012,7,26,5,30,6998.871808
2012,7,26,6,0,13021.82674
2012,7,26,6,30,17348.26428
2012,7,26,7,0,16746.09278
2012,7,26,7,30,27480.99501
2012,7,26,8,0,35141.84443
2012,7,26,8,30,37237.2463
2012,7,26,9,0,37307.69231
2012,7,26,9,30,37307.69231
2012,7,26,10,0,37307.69231
2012,7,26,10,30,37307.69231
2012,7,26,11,0,37307.69231
2012,7,26,11,30,37307.69231
2012,7,26,12,0,37307.69231
2012,7,26,12,30,37307.69231
2012,7,26,13,0,37307.69231
2012,7,26,13,30,37307.69231
2012,7,26,14,0,37307.69231
2012,7,26,14,30,37307.69231
2012,7,26,15,0,37307.69231
2012,7,26,15,30,37227.13066
2012,7,26,16,0,36156.46544
2012,7,26,16,30,34085.39946
2012,7,26,17,0,31020.29678
2012,7,26,17,30,26028.32207
2012,7,26,18,0,14438.79225
2012,7,26,18,30,2869.199552
2012,7,26,19,0,0
2012,7,26,19,30,0
2012,7,26,20,0,0
2012,7,26,20,30,0
2012,7,26,21,0,0
2012,7,26,21,30,0
2012,7,26,22,0,0
2012,7,26,22,30,0
2012,7,26,23,0,0
2012,7,26,23,30,0
2012,7,27,0,0,0
2012,7,27,0,30,0
2012,7,27,1,0,0
2012,7,27,1,30,0
2012,7,27,2,0,0
2012,7,27,2,30,0
2012,7,27,3,0,0
2012,7,27,3,30,0
2012,7,27,4,0,0
2012,7,27,4,30,0
2012,7,27,5,0,0
2012,7,27,5,30,6944.375992
2012,7,27,6,0,13025.23784
2012,7,27,6,30,16956.31475
2012,7,27,7,0,12153.9963
2012,7,27,7,30,24668.45913
2012,7,27,8,0,32341.7906
2012,7,27,8,30,37204.10835
2012,7,27,9,0,37307.69231
2012,7,27,9,30,37307.69231
2012,7,27,10,0,37307.69231
2012,7,27,10,30,37307.69231
2012,7,27,11,0,37307.69231
2012,7,27,11,30,37307.69231
2012,7,27,12,0,37307.69231
2012,7,27,12,30,37307.69231
2012,7,27,13,0,37307.69231
2012,7,27,13,30,37307.69231
2012,7,27,14,0,37307.69231
2012,7,27,14,30,37307.69231
2012,7,27,15,0,37307.69231
2012,7,27,15,30,37307.69231
2012,7,27,16,0,36876.41309
2012,7,27,16,30,34746.64492
2012,7,27,17,0,31718.81337
2012,7,27,17,30,26768.62484
2012,7,27,18,0,14704.29004
2012,7,27,18,30,2877.543125
2012,7,27,19,0,0
2012,7,27,19,30,0
2012,7,27,20,0,0
2012,7,27,20,30,0
2012,7,27,21,0,0
2012,7,27,21,30,0
2012,7,27,22,0,0
2012,7,27,22,30,0
2012,7,27,23,0,0
2012,7,27,23,30,0
2012,7,28,0,0,0
2012,7,28,0,30,0
2012,7,28,1,0,0
2012,7,28,1,30,0
2012,7,28,2,0,0
2012,7,28,2,30,0
2012,7,28,3,0,0
2012,7,28,3,30,0
2012,7,28,4,0,0
2012,7,28,4,30,0
2012,7,28,5,0,0
2012,7,28,5,30,7026.233885
2012,7,28,6,0,18898.37917
2012,7,28,6,30,26959.33962
2012,7,28,7,0,21149.0092
2012,7,28,7,30,32375.21658
2012,7,28,8,0,35576.16019
2012,7,28,8,30,37224.94708
2012,7,28,9,0,37307.69231
2012,7,28,9,30,37307.69231
2012,7,28,10,0,37307.69231
2012,7,28,10,30,37307.69231
2012,7,28,11,0,37307.69231
2012,7,28,11,30,37307.69231
2012,7,28,12,0,37307.69231
2012,7,28,12,30,37307.69231
2012,7,28,13,0,37307.69231
2012,7,28,13,30,37307.69231
2012,7,28,14,0,37307.69231
2012,7,28,14,30,37307.69231
2012,7,28,15,0,37307.69231
2012,7,28,15,30,37207.16058
2012,7,28,16,0,36107.17056
2012,7,28,16,30,33964.87877
2012,7,28,17,0,30488.58763
2012,7,28,17,30,25331.45397
2012,7,28,18,0,13593.77722
2012,7,28,18,30,2512.928106
2012,7,28,19,0,0
2012,7,28,19,30,0
2012,7,28,20,0,0
2012,7,28,20,30,0
2012,7,28,21,0,0
2012,7,28,21,30,0
2012,7,28,22,0,0
2012,7,28,22,30,0
2012,7,28,23,0,0
2012,7,28,23,30,0
2012,7,29,0,0,0
2012,7,29,0,30,0
2012,7,29,1,0,0
2012,7,29,1,30,0
2012,7,29,2,0,0
2012,7,29,2,30,0
2012,7,29,3,0,0
2012,7,29,3,30,0
2012,7,29,4,0,0
2012,7,29,4,30,0
2012,7,29,5,0,0
2012,7,29,5,30,6484.661317
2012,7,29,6,0,17773.05091
2012,7,29,6,30,27070.40233
2012,7,29,7,0,17551.62301
2012,7,29,7,30,20146.06868
2012,7,29,8,0,26423.85756
2012,7,29,8,30,33598.46407
2012,7,29,9,0,35850.91655
2012,7,29,9,30,36972.82955
2012,7,29,10,0,36945.54725
2012,7,29,10,30,37008.05638
2012,7,29,11,0,36853.26597
2012,7,29,11,30,36813.84706
2012,7,29,12,0,36621.19891
2012,7,29,12,30,36584.77077
2012,7,29,13,0,36432.57298
2012,7,29,13,30,36345.78722
2012,7,29,14,0,36083.42372
2012,7,29,14,30,35694.1202
2012,7,29,15,0,34873.01593
2012,7,29,15,30,33817.85186
2012,7,29,16,0,31673.93687
2012,7,29,16,30,28883.57875
2012,7,29,17,0,24323.14457
2012,7,29,17,30,18616.88195
2012,7,29,18,0,8821.47127
2012,7,29,18,30,1063.122113
2012,7,29,19,0,0
2012,7,29,19,30,0
2012,7,29,20,0,0
2012,7,29,20,30,0
2012,7,29,21,0,0
2012,7,29,21,30,0
2012,7,29,22,0,0
2012,7,29,22,30,0
2012,7,29,23,0,0
2012,7,29,23,30,0
2012,7,30,0,0,0
2012,7,30,0,30,0
2012,7,30,1,0,0
2012,7,30,1,30,0
2012,7,30,2,0,0
2012,7,30,2,30,0
2012,7,30,3,0,0
2012,7,30,3,30,0
2012,7,30,4,0,0
2012,7,30,4,30,0
2012,7,30,5,0,0
2012,7,30,5,30,3062.951144
2012,7,30,6,0,9915.087978
2012,7,30,6,30,17745.18531
2012,7,30,7,0,16756.32109
2012,7,30,7,30,22449.91545
2012,7,30,8,0,27689.90195
2012,7,30,8,30,31057.61031
2012,7,30,9,0,32862.5509
2012,7,30,9,30,33999.88676
2012,7,30,10,0,34770.6044
2012,7,30,10,30,35208.64832
2012,7,30,11,0,35200.28935
2012,7,30,11,30,34784.38144
2012,7,30,12,0,34686.02366
2012,7,30,12,30,32772.45532
2012,7,30,13,0,32273.43253
2012,7,30,13,30,32567.46333
2012,7,30,14,0,30014.00934
2012,7,30,14,30,27850.49799
2012,7,30,15,0,25427.94038
2012,7,30,15,30,17116.95053
2012,7,30,16,0,11932.14405
2012,7,30,16,30,9971.272449
2012,7,30,17,0,10911.99522
2012,7,30,17,30,7780.456439
2012,7,30,18,0,3163.6835
2012,7,30,18,30,181.3753741
2012,7,30,19,0,0
2012,7,30,19,30,0
2012,7,30,20,0,0
2012,7,30,20,30,0
2012,7,30,21,0,0
2012,7,30,21,30,0
2012,7,30,22,0,0
2012,7,30,22,30,0
2012,7,30,23,0,0
2012,7,30,23,30,0
2012,7,31,0,0,0
2012,7,31,0,30,0
2012,7,31,1,0,0
2012,7,31,1,30,0
2012,7,31,2,0,0
2012,7,31,2,30,0
2012,7,31,3,0,0
2012,7,31,3,30,0
2012,7,31,4,0,0
2012,7,31,4,30,0
2012,7,31,5,0,0
2012,7,31,5,30,317.4807808
2012,7,31,6,0,1446.707533
2012,7,31,6,30,2951.077904
2012,7,31,7,0,14739.88325
2012,7,31,7,30,16630.54028
2012,7,31,8,0,20603.08414
2012,7,31,8,30,26654.8028
2012,7,31,9,0,26552.54276
2012,7,31,9,30,23569.95859
2012,7,31,10,0,30701.79175
2012,7,31,10,30,24457.5032
2012,7,31,11,0,26623.41388
2012,7,31,11,30,29005.93262
2012,7,31,12,0,35270.99774
2012,7,31,12,30,35324.71833
2012,7,31,13,0,34977.66708
2012,7,31,13,30,35113.79759
2012,7,31,14,0,35684.03753
2012,7,31,14,30,32360.15378
2012,7,31,15,0,31610.1512
2012,7,31,15,30,30011.50527
2012,7,31,16,0,31635.42377
2012,7,31,16,30,29599.62855
2012,7,31,17,0,25865.66279
2012,7,31,17,30,20334.16887
2012,7,31,18,0,9836.799738
2012,7,31,18,30,1505.548819
2012,7,31,19,0,0
2012,7,31,19,30,0
2012,7,31,20,0,0
2012,7,31,20,30,0
2012,7,31,21,0,0
2012,7,31,21,30,0
2012,7,31,22,0,0
2012,7,31,22,30,0
2012,7,31,23,0,0
2012,7,31,23,30,0
2012,8,1,0,0,0
2012,8,1,0,30,0
2012,8,1,1,0,0
2012,8,1,1,30,0
2012,8,1,2,0,0
2012,8,1,2,30,0
2012,8,1,3,0,0
2012,8,1,3,30,0
2012,8,1,4,0,0
2012,8,1,4,30,0
2012,8,1,5,0,0
2012,8,1,5,30,4222.42243
2012,8,1,6,0,13453.14371
2012,8,1,6,30,21792.12002
2012,8,1,7,0,24285.7941
2012,8,1,7,30,27441.64957
2012,8,1,8,0,30263.46584
2012,8,1,8,30,32685.64774
2012,8,1,9,0,34408.92558
2012,8,1,9,30,35038.76089
2012,8,1,10,0,35530.32768
2012,8,1,10,30,35796.91569
2012,8,1,11,0,35858.49847
2012,8,1,11,30,35884.80588
2012,8,1,12,0,35875.08607
2012,8,1,12,30,35916.86796
2012,8,1,13,0,34818.55304
2012,8,1,13,30,34887.98801
2012,8,1,14,0,30285.81729
2012,8,1,14,30,29400.63481
2012,8,1,15,0,30644.18638
2012,8,1,15,30,30020.12846
2012,8,1,16,0,24118.77431
2012,8,1,16,30,22577.95898
2012,8,1,17,0,23284.30657
2012,8,1,17,30,19169.9097
2012,8,1,18,0,9604.533011
2012,8,1,18,30,1254.95886
2012,8,1,19,0,0
2012,8,1,19,30,0
2012,8,1,20,0,0
2012,8,1,20,30,0
2012,8,1,21,0,0
2012,8,1,21,30,0
2012,8,1,22,0,0
2012,8,1,22,30,0
2012,8,1,23,0,0
2012,8,1,23,30,0
2012,8,2,0,0,0
2012,8,2,0,30,0
2012,8,2,1,0,0
2012,8,2,1,30,0
2012,8,2,2,0,0
2012,8,2,2,30,0
2012,8,2,3,0,0
2012,8,2,3,30,0
2012,8,2,4,0,0
2012,8,2,4,30,0
2012,8,2,5,0,0
2012,8,2,5,30,4210.267773
2012,8,2,6,0,13344.11676
2012,8,2,6,30,21740.78974
2012,8,2,7,0,18787.75208
2012,8,2,7,30,22143.39852
2012,8,2,8,0,28417.65424
2012,8,2,8,30,31487.34816
2012,8,2,9,0,33152.62576
2012,8,2,9,30,34253.47368
2012,8,2,10,0,34754.73906
2012,8,2,10,30,35059.64238
2012,8,2,11,0,35162.36295
2012,8,2,11,30,35254.86592
2012,8,2,12,0,35204.80305
2012,8,2,12,30,35311.89838
2012,8,2,13,0,35413.82247
2012,8,2,13,30,35387.59245
2012,8,2,14,0,35218.33962
2012,8,2,14,30,34973.34958
2012,8,2,15,0,34757.73742
2012,8,2,15,30,33896.9187
2012,8,2,16,0,32243.76615
2012,8,2,16,30,29919.5466
2012,8,2,17,0,26260.31442
2012,8,2,17,30,20626.18622
2012,8,2,18,0,9895.673604
2012,8,2,18,30,1160.173576
2012,8,2,19,0,0
2012,8,2,19,30,0
2012,8,2,20,0,0
2012,8,2,20,30,0
2012,8,2,21,0,0
2012,8,2,21,30,0
2012,8,2,22,0,0
2012,8,2,22,30,0
2012,8,2,23,0,0
2012,8,2,23,30,0
2012,8,3,0,0,0
2012,8,3,0,30,0
2012,8,3,1,0,0
2012,8,3,1,30,0
2012,8,3,2,0,0
2012,8,3,2,30,0
2012,8,3,3,0,0
2012,8,3,3,30,0
2012,8,3,4,0,0
2012,8,3,4,30,0
2012,8,3,5,0,0
2012,8,3,5,30,3747.073033
2012,8,3,6,0,11071.7836
2012,8,3,6,30,21403.20555
2012,8,3,7,0,15187.48778
2012,8,3,7,30,18870.03468
2012,8,3,8,0,20883.20302
2012,8,3,8,30,24571.25652
2012,8,3,9,0,28482.86137
2012,8,3,9,30,31497.30628
2012,8,3,10,0,34386.97194
2012,8,3,10,30,35297.94369
2012,8,3,11,0,36058.45412
2012,8,3,11,30,36072.59435
2012,8,3,12,0,35957.02269
2012,8,3,12,30,36003.13881
2012,8,3,13,0,36113.34617
2012,8,3,13,30,35734.37685
2012,8,3,14,0,35899.99647
2012,8,3,14,30,35342.7843
2012,8,3,15,0,35306.70612
2012,8,3,15,30,33327.669
2012,8,3,16,0,31660.07591
2012,8,3,16,30,29251.16543
2012,8,3,17,0,25070.99794
2012,8,3,17,30,16247.83275
2012,8,3,18,0,7823.214572
2012,8,3,18,30,456.2412969
2012,8,3,19,0,0
2012,8,3,19,30,0
2012,8,3,20,0,0
2012,8,3,20,30,0
2012,8,3,21,0,0
2012,8,3,21,30,0
2012,8,3,22,0,0
2012,8,3,22,30,0
2012,8,3,23,0,0
2012,8,3,23,30,0
2012,8,4,0,0,0
2012,8,4,0,30,0
2012,8,4,1,0,0
2012,8,4,1,30,0
2012,8,4,2,0,0
2012,8,4,2,30,0
2012,8,4,3,0,0
2012,8,4,3,30,0
2012,8,4,4,0,0
2012,8,4,4,30,0
2012,8,4,5,0,0
2012,8,4,5,30,3385.700777
2012,8,4,6,0,9302.809685
2012,8,4,6,30,19240.29587
2012,8,4,7,0,15170.00184
2012,8,4,7,30,17509.75107
2012,8,4,8,0,19052.53082
2012,8,4,8,30,21013.41189
2012,8,4,9,0,23811.01854
2012,8,4,9,30,27130.4143
2012,8,4,10,0,31604.69916
2012,8,4,10,30,35306.02748
2012,8,4,11,0,36006.92607
2012,8,4,11,30,36007.70518
2012,8,4,12,0,35961.8867
2012,8,4,12,30,36029.56252
2012,8,4,13,0,35982.58176
2012,8,4,13,30,35900.73014
2012,8,4,14,0,35802.86072
2012,8,4,14,30,35662.25149
2012,8,4,15,0,35284.44128
2012,8,4,15,30,34647.35369
2012,8,4,16,0,32979.68851
2012,8,4,16,30,30575.07814
2012,8,4,17,0,26902.60667
2012,8,4,17,30,20827.16366
2012,8,4,18,0,9714.036463
2012,8,4,18,30,574.6003936
2012,8,4,19,0,0
2012,8,4,19,30,0
2012,8,4,20,0,0
2012,8,4,20,30,0
2012,8,4,21,0,0
2012,8,4,21,30,0
2012,8,4,22,0,0
2012,8,4,22,30,0
2012,8,4,23,0,0
2012,8,4,23,30,0
2012,8,5,0,0,0
2012,8,5,0,30,0
2012,8,5,1,0,0
2012,8,5,1,30,0
2012,8,5,2,0,0
2012,8,5,2,30,0
2012,8,5,3,0,0
2012,8,5,3,30,0
2012,8,5,4,0,0
2012,8,5,4,30,0
2012,8,5,5,0,0
2012,8,5,5,30,3793.991357
2012,8,5,6,0,13276.51914
2012,8,5,6,30,22447.13497
2012,8,5,7,0,19610.14378
2012,8,5,7,30,17960.92047
2012,8,5,8,0,20457.22236
2012,8,5,8,30,23615.0638
2012,8,5,9,0,30115.27429
2012,8,5,9,30,31495.68834
2012,8,5,10,0,32228.18056
2012,8,5,10,30,33179.3919
2012,8,5,11,0,34043.80612
2012,8,5,11,30,34584.16595
2012,8,5,12,0,34376.55684
2012,8,5,12,30,34403.76059
2012,8,5,13,0,34156.67027
2012,8,5,13,30,34288.14064
2012,8,5,14,0,33624.04549
2012,8,5,14,30,33541.70307
2012,8,5,15,0,32797.91478
2012,8,5,15,30,31311.18572
2012,8,5,16,0,29432.1805
2012,8,5,16,30,26941.31564
2012,8,5,17,0,24297.26229
2012,8,5,17,30,18359.95787
2012,8,5,18,0,8826.337725
2012,8,5,18,30,442.5110725
2012,8,5,19,0,0
2012,8,5,19,30,0
2012,8,5,20,0,0
2012,8,5,20,30,0
2012,8,5,21,0,0
2012,8,5,21,30,0
2012,8,5,22,0,0
2012,8,5,22,30,0
2012,8,5,23,0,0
2012,8,5,23,30,0
2012,8,6,0,0,0
2012,8,6,0,30,0
2012,8,6,1,0,0
2012,8,6,1,30,0
2012,8,6,2,0,0
2012,8,6,2,30,0
2012,8,6,3,0,0
2012,8,6,3,30,0
2012,8,6,4,0,0
2012,8,6,4,30,0
2012,8,6,5,0,0
2012,8,6,5,30,2994.17901
2012,8,6,6,0,12704.3852
2012,8,6,6,30,22417.34798
2012,8,6,7,0,25085.71377
2012,8,6,7,30,30238.05772
2012,8,6,8,0,32163.71014
2012,8,6,8,30,33408.7939
2012,8,6,9,0,33876.34387
2012,8,6,9,30,34118.22276
2012,8,6,10,0,34223.35757
2012,8,6,10,30,34369.81547
2012,8,6,11,0,33970.07081
2012,8,6,11,30,34328.40073
2012,8,6,12,0,34248.70158
2012,8,6,12,30,34272.90238
2012,8,6,13,0,34203.29551
2012,8,6,13,30,34167.57555
2012,8,6,14,0,34021.84789
2012,8,6,14,30,34004.5642
2012,8,6,15,0,33457.50606
2012,8,6,15,30,32612.14351
2012,8,6,16,0,31022.04342
2012,8,6,16,30,28390.79626
2012,8,6,17,0,24428.14623
2012,8,6,17,30,17974.02574
2012,8,6,18,0,7963.225829
2012,8,6,18,30,336.8237369
2012,8,6,19,0,0
2012,8,6,19,30,0
2012,8,6,20,0,0
2012,8,6,20,30,0
2012,8,6,21,0,0
2012,8,6,21,30,0
2012,8,6,22,0,0
2012,8,6,22,30,0
2012,8,6,23,0,0
2012,8,6,23,30,0
2012,8,7,0,0,0
2012,8,7,0,30,0
2012,8,7,1,0,0
2012,8,7,1,30,0
2012,8,7,2,0,0
2012,8,7,2,30,0
2012,8,7,3,0,0
2012,8,7,3,30,0
2012,8,7,4,0,0
2012,8,7,4,30,0
2012,8,7,5,0,0
2012,8,7,5,30,2507.255378
2012,8,7,6,0,11330.28827
2012,8,7,6,30,20531.45631
2012,8,7,7,0,23934.00728
2012,8,7,7,30,27978.57291
2012,8,7,8,0,30740.8322
2012,8,7,8,30,32138.02982
2012,8,7,9,0,32972.02148
2012,8,7,9,30,33674.6626
2012,8,7,10,0,33905.54234
2012,8,7,10,30,34136.964
2012,8,7,11,0,34342.14551
2012,8,7,11,30,34406.475
2012,8,7,12,0,34410.10802
2012,8,7,12,30,32733.92139
2012,8,7,13,0,32919.32074
2012,8,7,13,30,29452.14961
2012,8,7,14,0,25900.6991
2012,8,7,14,30,26005.62112
2012,8,7,15,0,25884.22377
2012,8,7,15,30,27905.00217
2012,8,7,16,0,21133.9641
2012,8,7,16,30,23588.6419
2012,8,7,17,0,24768.86614
2012,8,7,17,30,18117.07384
2012,8,7,18,0,8005.906156
2012,8,7,18,30,316.9313546
2012,8,7,19,0,0
2012,8,7,19,30,0
2012,8,7,20,0,0
2012,8,7,20,30,0
2012,8,7,21,0,0
2012,8,7,21,30,0
2012,8,7,22,0,0
2012,8,7,22,30,0
2012,8,7,23,0,0
2012,8,7,23,30,0
2012,8,8,0,0,0
2012,8,8,0,30,0
2012,8,8,1,0,0
2012,8,8,1,30,0
2012,8,8,2,0,0
2012,8,8,2,30,0
2012,8,8,3,0,0
2012,8,8,3,30,0
2012,8,8,4,0,0
2012,8,8,4,30,0
2012,8,8,5,0,0
2012,8,8,5,30,2583.30133
2012,8,8,6,0,12221.79162
2012,8,8,6,30,21874.08577
2012,8,8,7,0,26533.56779
2012,8,8,7,30,29369.90101
2012,8,8,8,0,31091.01831
2012,8,8,8,30,32469.83975
2012,8,8,9,0,33110.16481
2012,8,8,9,30,33633.11607
2012,8,8,10,0,34135.11837
2012,8,8,10,30,34475.40312
